id,nombre,ambito_gobierno,poder_gobierno,sistema3,entidad_nombre
2161,MUNICIPIO DE SANTA CATARINA LOXICHA,Municipal,Municipal,,Oaxaca
2162,MUNICIPIO DE SANTA CATARINA MECHOACáN,Municipal,Municipal,,Oaxaca
2163,MUNICIPIO DE SANTA CATARINA MINAS,Municipal,Municipal,,Oaxaca
2164,MUNICIPIO DE SANTA CATARINA QUIANé,Municipal,Municipal,,Oaxaca
2165,MUNICIPIO DE SANTA CATARINA TAYATA,Municipal,Municipal,,Oaxaca
2166,MUNICIPIO DE SANTA CATARINA TICUá,Municipal,Municipal,,Oaxaca
2167,MUNICIPIO DE SANTA CATARINA YOSONOTú,Municipal,Municipal,,Oaxaca
2168,MUNICIPIO DE SANTA CATARINA ZAPOQUILA,Municipal,Municipal,,Oaxaca
2169,MUNICIPIO DE SANTA CRUZ ACATEPEC,Municipal,Municipal,,Oaxaca
2170,MUNICIPIO DE SANTA CRUZ AMILPAS,Municipal,Municipal,,Oaxaca
2171,MUNICIPIO DE SANTA CRUZ DE BRAVO,Municipal,Municipal,,Oaxaca
2172,MUNICIPIO DE SANTA CRUZ ITUNDUJIA,Municipal,Municipal,,Oaxaca
2173,MUNICIPIO DE SANTA CRUZ MIXTEPEC,Municipal,Municipal,,Oaxaca
2174,MUNICIPIO DE SANTA CRUZ NUNDACO,Municipal,Municipal,,Oaxaca
2175,MUNICIPIO DE SANTA CRUZ PAPALUTLA,Municipal,Municipal,,Oaxaca
2176,MUNICIPIO DE SANTA CRUZ TACACHE DE MINA,Municipal,Municipal,,Oaxaca
2177,MUNICIPIO DE SANTA CRUZ TACAHUA,Municipal,Municipal,,Oaxaca
2178,MUNICIPIO DE SANTA CRUZ TAYATA,Municipal,Municipal,,Oaxaca
2179,MUNICIPIO DE SANTA CRUZ XITLA,Municipal,Municipal,,Oaxaca
2180,MUNICIPIO DE SANTA CRUZ XOXOCOTLáN,Municipal,Municipal,,Oaxaca
2181,MUNICIPIO DE SANTA CRUZ ZENZONTEPEC,Municipal,Municipal,,Oaxaca
2182,MUNICIPIO DE SANTA GERTRUDIS,Municipal,Municipal,,Oaxaca
2183,MUNICIPIO DE SANTA INéS DEL MONTE,Municipal,Municipal,,Oaxaca
2184,MUNICIPIO DE SANTA INéS YATZECHE,Municipal,Municipal,,Oaxaca
2185,MUNICIPIO DE SANTA LUCíA DEL CAMINO,Municipal,Municipal,,Oaxaca
2186,MUNICIPIO DE SANTA LUCíA MIAHUATLáN,Municipal,Municipal,,Oaxaca
2187,MUNICIPIO DE SANTA LUCíA MONTEVERDE,Municipal,Municipal,,Oaxaca
2188,MUNICIPIO DE SANTA LUCíA OCOTLáN,Municipal,Municipal,,Oaxaca
2189,MUNICIPIO DE SANTA MARíA ALOTEPEC,Municipal,Municipal,,Oaxaca
2190,MUNICIPIO DE SANTA MARíA APAZCO,Municipal,Municipal,,Oaxaca
2191,MUNICIPIO DE SANTA MARíA LA ASUNCIóN,Municipal,Municipal,,Oaxaca
2192,MUNICIPIO DE HEROICA CIUDAD DE TLAXIACO,Municipal,Municipal,,Oaxaca
2193,MUNICIPIO DE AYOQUEZCO DE ALDAMA,Municipal,Municipal,,Oaxaca
2194,MUNICIPIO DE SANTA MARíA ATZOMPA,Municipal,Municipal,,Oaxaca
2195,MUNICIPIO DE SANTA MARíA CAMOTLáN,Municipal,Municipal,,Oaxaca
2196,MUNICIPIO DE SANTA MARíA COLOTEPEC,Municipal,Municipal,,Oaxaca
2197,MUNICIPIO DE SANTA MARíA CORTIJO,Municipal,Municipal,,Oaxaca
2198,MUNICIPIO DE SANTA MARíA COYOTEPEC,Municipal,Municipal,,Oaxaca
2199,MUNICIPIO DE SANTA MARíA CHACHOáPAM,Municipal,Municipal,,Oaxaca
2200,MUNICIPIO DE VILLA DE CHILAPA DE DíAZ,Municipal,Municipal,,Oaxaca
2201,MUNICIPIO DE SANTA MARíA CHILCHOTLA,Municipal,Municipal,,Oaxaca
2202,MUNICIPIO DE SANTA MARíA CHIMALAPA,Municipal,Municipal,,Oaxaca
2203,MUNICIPIO DE SANTA MARíA DEL ROSARIO,Municipal,Municipal,,Oaxaca
2204,MUNICIPIO DE SANTA MARíA DEL TULE,Municipal,Municipal,,Oaxaca
2205,MUNICIPIO DE SANTA MARíA ECATEPEC,Municipal,Municipal,,Oaxaca
2206,MUNICIPIO DE SANTA MARíA GUELACé,Municipal,Municipal,,Oaxaca
2207,MUNICIPIO DE SANTA MARíA GUIENAGATI,Municipal,Municipal,,Oaxaca
2208,MUNICIPIO DE SANTA MARíA HUATULCO,Municipal,Municipal,,Oaxaca
2209,MUNICIPIO DE SANTA MARíA HUAZOLOTITLáN,Municipal,Municipal,,Oaxaca
2210,MUNICIPIO DE SANTA MARíA IPALAPA,Municipal,Municipal,,Oaxaca
2211,MUNICIPIO DE SANTA MARíA IXCATLáN,Municipal,Municipal,,Oaxaca
2212,MUNICIPIO DE SANTA MARíA JACATEPEC,Municipal,Municipal,,Oaxaca
2213,MUNICIPIO DE SANTA MARíA JALAPA DEL MARQUéS,Municipal,Municipal,,Oaxaca
2214,MUNICIPIO DE SANTA MARíA JALTIANGUIS,Municipal,Municipal,,Oaxaca
2215,MUNICIPIO DE SANTA MARíA LACHIXíO,Municipal,Municipal,,Oaxaca
2216,MUNICIPIO DE SANTA MARíA MIXTEQUILLA,Municipal,Municipal,,Oaxaca
2217,MUNICIPIO DE SANTA MARíA NATIVITAS,Municipal,Municipal,,Oaxaca
2218,MUNICIPIO DE SANTA MARíA NDUAYACO,Municipal,Municipal,,Oaxaca
2219,MUNICIPIO DE SANTA MARíA OZOLOTEPEC,Municipal,Municipal,,Oaxaca
2220,MUNICIPIO DE SANTA MARíA PáPALO,Municipal,Municipal,,Oaxaca
2221,MUNICIPIO DE SANTA MARíA PEñOLES,Municipal,Municipal,,Oaxaca
2222,MUNICIPIO DE SANTA MARíA PETAPA,Municipal,Municipal,,Oaxaca
2223,MUNICIPIO DE SANTA MARíA QUIEGOLANI,Municipal,Municipal,,Oaxaca
2224,MUNICIPIO DE SANTA MARíA SOLA,Municipal,Municipal,,Oaxaca
2225,MUNICIPIO DE SANTA MARíA TATALTEPEC,Municipal,Municipal,,Oaxaca
2226,MUNICIPIO DE SANTA MARíA TECOMAVACA,Municipal,Municipal,,Oaxaca
2227,MUNICIPIO DE SANTA MARíA TEMAXCALAPA,Municipal,Municipal,,Oaxaca
2228,MUNICIPIO DE SANTA MARíA TEMAXCALTEPEC,Municipal,Municipal,,Oaxaca
2229,MUNICIPIO DE SANTA MARíA TEOPOXCO,Municipal,Municipal,,Oaxaca
2230,MUNICIPIO DE SANTA MARíA TEPANTLALI,Municipal,Municipal,,Oaxaca
2231,MUNICIPIO DE SANTA MARíA TEXCATITLáN,Municipal,Municipal,,Oaxaca
2232,MUNICIPIO DE SANTA MARíA TLAHUITOLTEPEC,Municipal,Municipal,,Oaxaca
2233,MUNICIPIO DE SANTA MARíA TLALIXTAC,Municipal,Municipal,,Oaxaca
2234,MUNICIPIO DE SANTA MARíA TONAMECA,Municipal,Municipal,,Oaxaca
2235,MUNICIPIO DE SANTA MARíA TOTOLAPILLA,Municipal,Municipal,,Oaxaca
2236,MUNICIPIO DE SANTA MARíA XADANI,Municipal,Municipal,,Oaxaca
2237,MUNICIPIO DE SANTA MARíA YALINA,Municipal,Municipal,,Oaxaca
2238,MUNICIPIO DE SANTA MARíA YAVESíA,Municipal,Municipal,,Oaxaca
2239,MUNICIPIO DE SANTA MARíA YOLOTEPEC,Municipal,Municipal,,Oaxaca
2240,MUNICIPIO DE SANTA MARíA YOSOYúA,Municipal,Municipal,,Oaxaca
2241,MUNICIPIO DE SANTA MARíA YUCUHITI,Municipal,Municipal,,Oaxaca
2242,MUNICIPIO DE SANTA MARíA ZACATEPEC,Municipal,Municipal,,Oaxaca
2243,MUNICIPIO DE SANTA MARíA ZANIZA,Municipal,Municipal,,Oaxaca
2244,MUNICIPIO DE SANTA MARíA ZOQUITLáN,Municipal,Municipal,,Oaxaca
2245,MUNICIPIO DE SANTIAGO AMOLTEPEC,Municipal,Municipal,,Oaxaca
2246,MUNICIPIO DE SANTIAGO APOALA,Municipal,Municipal,,Oaxaca
2247,MUNICIPIO DE SANTIAGO APóSTOL,Municipal,Municipal,,Oaxaca
2248,MUNICIPIO DE SANTIAGO ASTATA,Municipal,Municipal,,Oaxaca
2249,MUNICIPIO DE SANTIAGO ATITLáN,Municipal,Municipal,,Oaxaca
2250,MUNICIPIO DE SANTIAGO AYUQUILILLA,Municipal,Municipal,,Oaxaca
2251,MUNICIPIO DE SANTIAGO CACALOXTEPEC,Municipal,Municipal,,Oaxaca
2252,MUNICIPIO DE SANTIAGO CAMOTLáN,Municipal,Municipal,,Oaxaca
2253,MUNICIPIO DE SANTIAGO COMALTEPEC,Municipal,Municipal,,Oaxaca
2254,MUNICIPIO DE VILLA DE SANTIAGO CHAZUMBA,Municipal,Municipal,,Oaxaca
2255,MUNICIPIO DE SANTIAGO CHOáPAM,Municipal,Municipal,,Oaxaca
2256,MUNICIPIO DE SANTIAGO DEL RíO,Municipal,Municipal,,Oaxaca
2257,MUNICIPIO DE SANTIAGO HUAJOLOTITLáN,Municipal,Municipal,,Oaxaca
2258,MUNICIPIO DE SANTIAGO HUAUCLILLA,Municipal,Municipal,,Oaxaca
2259,MUNICIPIO DE SANTIAGO IHUITLáN PLUMAS,Municipal,Municipal,,Oaxaca
2260,MUNICIPIO DE SANTIAGO IXCUINTEPEC,Municipal,Municipal,,Oaxaca
2261,MUNICIPIO DE SANTIAGO IXTAYUTLA,Municipal,Municipal,,Oaxaca
2262,MUNICIPIO DE SANTIAGO JAMILTEPEC,Municipal,Municipal,,Oaxaca
2263,MUNICIPIO DE MONTE NEGRO,Municipal,Municipal,,Oaxaca
2264,MUNICIPIO DE SANTIAGO JUXTLAHUACA,Municipal,Municipal,,Oaxaca
2265,MUNICIPIO DE SANTIAGO LACHIGUIRI,Municipal,Municipal,,Oaxaca
2266,MUNICIPIO DE SANTIAGO LALOPA,Municipal,Municipal,,Oaxaca
2267,MUNICIPIO DE SANTIAGO LAOLLAGA,Municipal,Municipal,,Oaxaca
2268,MUNICIPIO DE SANTIAGO LAXOPA,Municipal,Municipal,,Oaxaca
2269,MUNICIPIO DE SANTIAGO LLANO GRANDE,Municipal,Municipal,,Oaxaca
2270,MUNICIPIO DE SANTIAGO MATATLáN,Municipal,Municipal,,Oaxaca
2271,MUNICIPIO DE SANTIAGO MILTEPEC,Municipal,Municipal,,Oaxaca
2272,MUNICIPIO DE SANTIAGO MINAS,Municipal,Municipal,,Oaxaca
2273,MUNICIPIO DE SANTIAGO NACALTEPEC,Municipal,Municipal,,Oaxaca
2274,MUNICIPIO DE SANTIAGO NEJAPILLA,Municipal,Municipal,,Oaxaca
2275,MUNICIPIO DE SANTIAGO NUNDICHE,Municipal,Municipal,,Oaxaca
2276,MUNICIPIO DE SANTIAGO NUYOó,Municipal,Municipal,,Oaxaca
2277,MUNICIPIO DE SANTIAGO PINOTEPA NACIONAL,Municipal,Municipal,,Oaxaca
2278,MUNICIPIO DE SANTIAGO SUCHILQUITONGO,Municipal,Municipal,,Oaxaca
2279,MUNICIPIO DE SANTIAGO TAMAZOLA,Municipal,Municipal,,Oaxaca
2280,MUNICIPIO DE SANTIAGO TAPEXTLA,Municipal,Municipal,,Oaxaca
2281,MUNICIPIO DE VILLA TEJúPAM DE LA UNIóN,Municipal,Municipal,,Oaxaca
2282,MUNICIPIO DE SANTIAGO TENANGO,Municipal,Municipal,,Oaxaca
2283,MUNICIPIO DE SANTIAGO TEPETLAPA,Municipal,Municipal,,Oaxaca
2284,MUNICIPIO DE SANTIAGO TETEPEC,Municipal,Municipal,,Oaxaca
2285,MUNICIPIO DE SANTIAGO TEXCALCINGO,Municipal,Municipal,,Oaxaca
2286,MUNICIPIO DE SANTIAGO TEXTITLáN,Municipal,Municipal,,Oaxaca
2287,MUNICIPIO DE SANTIAGO TILANTONGO,Municipal,Municipal,,Oaxaca
2288,MUNICIPIO DE SANTIAGO TILLO,Municipal,Municipal,,Oaxaca
2289,MUNICIPIO DE SANTIAGO TLAZOYALTEPEC,Municipal,Municipal,,Oaxaca
2290,MUNICIPIO DE SANTIAGO XANICA,Municipal,Municipal,,Oaxaca
2291,MUNICIPIO DE SANTIAGO XIACUí,Municipal,Municipal,,Oaxaca
2292,MUNICIPIO DE SANTIAGO YAITEPEC,Municipal,Municipal,,Oaxaca
2293,MUNICIPIO DE SANTIAGO YAVEO,Municipal,Municipal,,Oaxaca
2294,MUNICIPIO DE SANTIAGO YOLOMéCATL,Municipal,Municipal,,Oaxaca
2295,MUNICIPIO DE SANTIAGO YOSONDúA,Municipal,Municipal,,Oaxaca
2296,MUNICIPIO DE SANTIAGO YUCUYACHI,Municipal,Municipal,,Oaxaca
2297,MUNICIPIO DE SANTIAGO ZACATEPEC,Municipal,Municipal,,Oaxaca
2298,MUNICIPIO DE SANTIAGO ZOOCHILA,Municipal,Municipal,,Oaxaca
2299,MUNICIPIO DE NUEVO ZOQUIáPAM,Municipal,Municipal,,Oaxaca
2300,MUNICIPIO DE SANTO DOMINGO INGENIO,Municipal,Municipal,,Oaxaca
2301,MUNICIPIO DE SANTO DOMINGO ALBARRADAS,Municipal,Municipal,,Oaxaca
2302,MUNICIPIO DE SANTO DOMINGO ARMENTA,Municipal,Municipal,,Oaxaca
2303,MUNICIPIO DE SANTO DOMINGO CHIHUITáN,Municipal,Municipal,,Oaxaca
2304,MUNICIPIO DE SANTO DOMINGO DE MORELOS,Municipal,Municipal,,Oaxaca
2305,MUNICIPIO DE SANTO DOMINGO IXCATLáN,Municipal,Municipal,,Oaxaca
2306,MUNICIPIO DE SANTO DOMINGO NUXAá,Municipal,Municipal,,Oaxaca
2307,MUNICIPIO DE SANTO DOMINGO OZOLOTEPEC,Municipal,Municipal,,Oaxaca
2308,MUNICIPIO DE SANTO DOMINGO PETAPA,Municipal,Municipal,,Oaxaca
2309,MUNICIPIO DE SANTO DOMINGO ROAYAGA,Municipal,Municipal,,Oaxaca
2310,MUNICIPIO DE SANTO DOMINGO TEHUANTEPEC,Municipal,Municipal,,Oaxaca
2311,MUNICIPIO DE SANTO DOMINGO TEOJOMULCO,Municipal,Municipal,,Oaxaca
2312,MUNICIPIO DE SANTO DOMINGO TEPUXTEPEC,Municipal,Municipal,,Oaxaca
2313,MUNICIPIO DE SANTO DOMINGO TLATAYáPAM,Municipal,Municipal,,Oaxaca
2314,MUNICIPIO DE SANTO DOMINGO TOMALTEPEC,Municipal,Municipal,,Oaxaca
2315,MUNICIPIO DE SANTO DOMINGO TONALá,Municipal,Municipal,,Oaxaca
2316,MUNICIPIO DE SANTO DOMINGO TONALTEPEC,Municipal,Municipal,,Oaxaca
2317,MUNICIPIO DE SANTO DOMINGO XAGACíA,Municipal,Municipal,,Oaxaca
2318,MUNICIPIO DE SANTO DOMINGO YANHUITLáN,Municipal,Municipal,,Oaxaca
2319,MUNICIPIO DE SANTO DOMINGO YODOHINO,Municipal,Municipal,,Oaxaca
2320,MUNICIPIO DE SANTO DOMINGO ZANATEPEC,Municipal,Municipal,,Oaxaca
2321,MUNICIPIO DE SANTOS REYES NOPALA,Municipal,Municipal,,Oaxaca
2322,MUNICIPIO DE SANTOS REYES PáPALO,Municipal,Municipal,,Oaxaca
2323,MUNICIPIO DE SANTOS REYES TEPEJILLO,Municipal,Municipal,,Oaxaca
2324,MUNICIPIO DE SANTOS REYES YUCUNá,Municipal,Municipal,,Oaxaca
2325,MUNICIPIO DE SANTO TOMáS JALIEZA,Municipal,Municipal,,Oaxaca
2326,MUNICIPIO DE SANTO TOMáS MAZALTEPEC,Municipal,Municipal,,Oaxaca
2327,MUNICIPIO DE SANTO TOMáS OCOTEPEC,Municipal,Municipal,,Oaxaca
2328,MUNICIPIO DE SANTO TOMáS TAMAZULAPAN,Municipal,Municipal,,Oaxaca
2329,MUNICIPIO DE SAN VICENTE COATLáN,Municipal,Municipal,,Oaxaca
2330,MUNICIPIO DE SAN VICENTE LACHIXíO,Municipal,Municipal,,Oaxaca
2331,MUNICIPIO DE SAN VICENTE NUñú,Municipal,Municipal,,Oaxaca
2332,MUNICIPIO DE SILACAYOáPAM,Municipal,Municipal,,Oaxaca
2333,MUNICIPIO DE SITIO DE XITLAPEHUA,Municipal,Municipal,,Oaxaca
2334,MUNICIPIO DE SOLEDAD ETLA,Municipal,Municipal,,Oaxaca
2335,MUNICIPIO DE VILLA DE TAMAZULáPAM DEL PROGRESO,Municipal,Municipal,,Oaxaca
2336,MUNICIPIO DE TANETZE DE ZARAGOZA,Municipal,Municipal,,Oaxaca
2337,MUNICIPIO DE TANICHE,Municipal,Municipal,,Oaxaca
2338,MUNICIPIO DE TATALTEPEC DE VALDéS,Municipal,Municipal,,Oaxaca
2339,MUNICIPIO DE TEOCOCUILCO DE MARCOS PéREZ,Municipal,Municipal,,Oaxaca
2340,MUNICIPIO DE TEOTITLáN DE FLORES MAGóN,Municipal,Municipal,,Oaxaca
2341,MUNICIPIO DE TEOTITLáN DEL VALLE,Municipal,Municipal,,Oaxaca
2342,MUNICIPIO DE TEOTONGO,Municipal,Municipal,,Oaxaca
2343,MUNICIPIO DE TEPELMEME VILLA DE MORELOS,Municipal,Municipal,,Oaxaca
2344,"MUNICIPIO DE HEROICA VILLA TEZOATLáN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",Municipal,Municipal,,Oaxaca
2345,MUNICIPIO DE SAN JERóNIMO TLACOCHAHUAYA,Municipal,Municipal,,Oaxaca
2346,MUNICIPIO DE TLACOLULA DE MATAMOROS,Municipal,Municipal,,Oaxaca
2347,MUNICIPIO DE TLACOTEPEC PLUMAS,Municipal,Municipal,,Oaxaca
2348,MUNICIPIO DE TLALIXTAC DE CABRERA,Municipal,Municipal,,Oaxaca
2349,MUNICIPIO DE TOTONTEPEC VILLA DE MORELOS,Municipal,Municipal,,Oaxaca
2350,MUNICIPIO DE TRINIDAD ZAACHILA,Municipal,Municipal,,Oaxaca
2351,MUNICIPIO DE LA TRINIDAD VISTA HERMOSA,Municipal,Municipal,,Oaxaca
2352,MUNICIPIO DE UNIóN HIDALGO,Municipal,Municipal,,Oaxaca
2353,MUNICIPIO DE VALERIO TRUJANO,Municipal,Municipal,,Oaxaca
2354,MUNICIPIO DE SAN JUAN BAUTISTA VALLE NACIONAL,Municipal,Municipal,,Oaxaca
2355,MUNICIPIO DE VILLA DíAZ ORDAZ,Municipal,Municipal,,Oaxaca
2356,MUNICIPIO DE YAXE,Municipal,Municipal,,Oaxaca
2357,MUNICIPIO DE MAGDALENA YODOCONO DE PORFIRIO DíAZ,Municipal,Municipal,,Oaxaca
2358,MUNICIPIO DE YOGANA,Municipal,Municipal,,Oaxaca
2359,MUNICIPIO DE YUTANDUCHI DE GUERRERO,Municipal,Municipal,,Oaxaca
2360,MUNICIPIO DE VILLA DE ZAACHILA,Municipal,Municipal,,Oaxaca
2361,MUNICIPIO DE SAN MATEO YUCUTINDOO,Municipal,Municipal,,Oaxaca
2362,MUNICIPIO DE ZAPOTITLáN LAGUNAS,Municipal,Municipal,,Oaxaca
2363,MUNICIPIO DE ZAPOTITLáN PALMAS,Municipal,Municipal,,Oaxaca
2364,MUNICIPIO DE SANTA INéS DE ZARAGOZA,Municipal,Municipal,,Oaxaca
2365,MUNICIPIO DE ZIMATLáN DE ÁLVAREZ,Municipal,Municipal,,Oaxaca
2366,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE PUEBLA,Estatal,Judicial,true,Puebla
2367,AGENCIA DE ENERGÍA DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2368,CARRETERAS DE CUOTA PUEBLA,Estatal,Ejecutivo,true,Puebla
2369,CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2370,CIUDAD MODELO,Estatal,Ejecutivo,true,Puebla
2371,COLEGIO DE BACHILLERES DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2372,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2373,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2374,COMISIÓN EJECUTIVA ESTATAL DE ATENCIÓN A VÍCTIMAS,Estatal,Ejecutivo,true,Puebla
2375,COMISIÓN ESTATAL DE AGUA Y SANEAMIENTO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2376,CÓMITE ADMINISTRADOR POBLANO PARA LA CONSTRUCCIÓN DE ESPACIOS EDUCATIVOS,Estatal,Ejecutivo,true,Puebla
2377,CONSEJERÍA JURÍDICA,Estatal,Ejecutivo,true,Puebla
2378,CONSEJO DE CIENCIA Y TECNOLOGÍA DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2379,CONSEJO ESTATAL DE COORDINACIÓN DEL SISTEMA NACIONAL DE SEGURIDAD PÊBLICA,Estatal,Ejecutivo,true,Puebla
2380,CONVENCIONES Y PARQUES,Estatal,Ejecutivo,true,Puebla
2381,COORDINACIÓN GENERAL DE COMUNICACIÓN Y AGENDA DIGITAL,Estatal,Ejecutivo,true,Puebla
2382,FIDEICOMISO PÊBLICO BANCO ESTATAL DE TIERRA,Estatal,Ejecutivo,true,Puebla
2383,FIDEICOMISO PÊBLICO DENOMINADO COMISIÓN ESTATAL DE VIVIENDA PUEBLA,Estatal,Ejecutivo,true,Puebla
2384,FIDEICOMISO PÊBLICO PARA LA ADMINISTRACIÓN DE INMUEBLES Y EJECUCIÓN DE OBRAS PÊBLICAS EN LA RESERVA TERRITORIAL ATLIXCAYOTL-QUETZALCOATL,Estatal,Ejecutivo,true,Puebla
2385,INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2386,INSTITUTO DE EDUCACIÓN DIGITAL DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2387,INSTITUTO DE LA DISCAPACIDAD DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2388,INSTITUTO DE PROFESIONALIZACIÓN DEL MAGISTERIO POBLANO,Estatal,Ejecutivo,true,Puebla
2389,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES AL SERVICIO DE LOS PODERES DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2390,INSTITUTO ESTATAL DE EDUCACIÓN PARA ADULTOS,Estatal,Ejecutivo,true,Puebla
2391,INSTITUTO POBLANO DE ASISTENCIA AL MIGRANTE,Estatal,Ejecutivo,true,Puebla
2392,INSTITUTO POBLANO DE LA JUVENTUD,Estatal,Ejecutivo,true,Puebla
2393,INSTITUTO POBLANO DE LOS PUEBLOS INDÍGENAS,Estatal,Ejecutivo,true,Puebla
2394,INSTITUTO POBLANO DEL DEPORTE,Estatal,Ejecutivo,true,Puebla
2395,INSTITUTO TECNOLÓGICO SUPERIOR DE ACATLAN DE OSORIO,Estatal,Ejecutivo,true,Puebla
2396,INSTITUTO TECNOLÓGICO SUPERIOR DE ATLIXCO,Estatal,Ejecutivo,true,Puebla
2397,INSTITUTO TECNOLÓGICO SUPERIOR DE CIUDAD SERDÁN,Estatal,Ejecutivo,true,Puebla
2398,INSTITUTO TECNOLÓGICO SUPERIOR DE HUAUCHINANGO,Estatal,Ejecutivo,true,Puebla
2399,INSTITUTO TECNOLÓGICO SUPERIOR DE LA SIERRA NEGRA DE AJALPAN,Estatal,Ejecutivo,true,Puebla
2400,INSTITUTO TECNOLÓGICO SUPERIOR DE LA SIERRA NORTE DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2401,INSTITUTO TECNOLÓGICO SUPERIOR DE LIBRES,Estatal,Ejecutivo,true,Puebla
2402,INSTITUTO TECNOLÓGICO SUPERIOR DE SAN MARTÍN TEXMELUCAN,Estatal,Ejecutivo,true,Puebla
2403,INSTITUTO TECNOLÓGICO SUPERIOR DE TEPEACA,Estatal,Ejecutivo,true,Puebla
2404,INSTITUTO TECNOLÓGICO SUPERIOR DE TEPEXI DE RODRÍGUEZ,Estatal,Ejecutivo,true,Puebla
2405,INSTITUTO TECNOLÓGICO SUPERIOR DE TEZIUTLÁN,Estatal,Ejecutivo,true,Puebla
2406,INSTITUTO TECNOLÓGICO SUPERIOR DE TLATLAUQUITEPEC,Estatal,Ejecutivo,true,Puebla
2407,INSTITUTO TECNOLÓGICO SUPERIOR DE VENUSTIANO CARRANZA,Estatal,Ejecutivo,true,Puebla
2408,INSTITUTO TECNOLÓGICO SUPERIOR DE ZACAPOAXTLA,Estatal,Ejecutivo,true,Puebla
2409,MUSEOS PUEBLA,Estatal,Ejecutivo,true,Puebla
2410,SECRETARÍA DE ADMINISTRACIÓN,Estatal,Ejecutivo,true,Puebla
2411,SECRETARÍA DE BIENESTAR,Estatal,Ejecutivo,true,Puebla
2412,SECRETARÍA DE CULTURA,Estatal,Ejecutivo,true,Puebla
2413,SECRETARÍA DE DESARROLLO RURAL,Estatal,Ejecutivo,true,Puebla
2414,SECRETARÍA DE ECONOMÍA,Estatal,Ejecutivo,true,Puebla
2415,SECRETARÍA DE EDUCACIÓN,Estatal,Ejecutivo,true,Puebla
2416,SECRETARÍA DE GOBERNACIÓN,Estatal,Ejecutivo,true,Puebla
2417,SECRETARÍA DE IGUALDAD SUSTANTIVA,Estatal,Ejecutivo,true,Puebla
2418,SECRETARÍA DE INFRAESTRUCTURA,Estatal,Ejecutivo,true,Puebla
2419,SECRETARÍA DE LA FUNCIÓN PÊBLICA,Estatal,Ejecutivo,true,Puebla
2420,SECRETARÍA DE MEDIO AMBIENTE DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL,Estatal,Ejecutivo,true,Puebla
2421,SECRETARÍA DE MOVILIDAD Y TRANSPORTE,Estatal,Ejecutivo,true,Puebla
2422,SECRETARÍA DE PLANEACIÓN Y FINANZAS,Estatal,Ejecutivo,true,Puebla
2423,SECRETARÍA DE SALUD,Estatal,Ejecutivo,true,Puebla
2424,SECRETARÍA DE SEGURIDAD PÊBLICA,Estatal,Ejecutivo,true,Puebla
2425,SECRETARÍA DE TRABAJO,Estatal,Ejecutivo,true,Puebla
2426,SECRETARÍA DE TURISMO,Estatal,Ejecutivo,true,Puebla
2427,SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCIÓN,Estatal,Ejecutivo,true,Puebla
2428,SERVICIOS DE SALUD DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2429,SISTEMA ESTATAL DE TELECOMUNICACIONES,Estatal,Ejecutivo,true,Puebla
2430,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE PUEBLA,Estatal,Ejecutivo,true,Puebla
2431,CORPORACIÓN AUXILIAR DE POLICÍA DE PROTECCIÓN CIUDADANA,Estatal,Ejecutivo,true,Puebla
2432,UNIDAD TÉCNICA DE LA COMISIÓN DE CONTROL VIGILANCIA Y EVALUACIÓN DE LA AUDITORÍA SUPERIOR DEL ESTADO DEL HONORABLE CONGRESO DEL ESTADO LIBRE Y SOBERANO DE PUEBLA,Estatal,Legislativo,false,Puebla
2433,H. CONGRESO DEL ESTADO DE PUEBLA,Estatal,Legislativo,true,Puebla
2434,CONSEJO DE LA JUDICATURA DEL PODER JUDICIAL DEL ESTADO,Estatal,Judicial,false,Puebla
