"nombre","cuenta_codigo","link","fecha_publicacion","cumple_lineamientos","num_instituciones"
"TRIBUNAL SUPERIOR DE JUSTICIA DEL ESTADO DE BAJA CALIFORNIA SUR","No","","","","0"
