"ambitoGobierno","entidad.nombre","id","nombre","poderGobierno","sistema3"
"Municipal","Baja California Sur","11074","ORGANISMO OPERADOR MUNICIPAL DEL SISTEMA DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO DE LORETO","Ejecutivo","true"
